age,d13C,source,assigned.location,assigned.lat,assigned.lon,category,X,plng_PALEOMAP,plat_PALEOMAP,validtime_PALEOMAP,plng_MERDITH2021,plat_MERDITH2021,validtime_MERDITH2021,plng_CAO2024,plat_CAO2024,validtime_CAO2024,plng_TorsvikCocks2017,plat_TorsvikCocks2017,validtime_TorsvikCocks2017,MAT,GMST_Li22,GMST_PhanDA,GMST_PhanDA_hi,GMST_PhanDA_lo,temp_offset,temp_offset_PhanDA
0.007579,-0.28,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99873516,5.000120159,FALSE,-43.99759099,4.99738519,TRUE,-43.99759099,4.99738519,TRUE,-43.99996119,4.997669636,TRUE,28.49180042,15.60887379,13.92481344,14.48979489,12.90631134,12.88292662,14.56698697
0.008589,-0.14,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99856661,5.000136172,FALSE,-43.99726997,4.997036717,TRUE,-43.99726997,4.997036717,TRUE,-43.99995602,4.997359085,TRUE,28.49161903,15.60873817,13.88487578,14.45870934,12.86795974,12.88288087,14.60674325
0.01,1.49,"Farrell, John W; Janecek, Thomas R 1991",121-758,5.384,90.3612,Planktonic foraminifera,,90.35951197,5.378934104,FALSE,90.35934388,5.380052415,TRUE,90.35934388,5.380052415,TRUE,90.3609542,5.385731254,TRUE,28.76415703,15.60854869,13.82908168,14.41528189,12.81438142,13.15560834,14.93507535
0.01,1.6,"Farrell, John W; Janecek, Thomas R 1991",121-758,5.384,90.3612,Planktonic foraminifera,,90.35951197,5.378934104,FALSE,90.35934388,5.380052415,TRUE,90.35934388,5.380052415,TRUE,90.3609542,5.385731254,TRUE,28.76415703,15.60854869,13.82908168,14.41528189,12.81438142,13.15560834,14.93507535
0.01,1.92,"Ravelo, AC; Shackleton, NJ 1995",138-851,2.77,-110.572,Planktonic foraminifera,,-110.5652786,2.767722573,FALSE,-110.5635326,2.769673934,TRUE,-110.5635326,2.769673934,TRUE,-110.5718523,2.769314649,TRUE,28.8411756,15.60854869,13.82908168,14.41528189,12.81438142,13.23262691,15.01209392
0.01,1.98,"Ravelo, AC; Shackleton, NJ 1995",138-851,2.77,-110.572,Planktonic foraminifera,,-110.5652786,2.767722573,FALSE,-110.5635326,2.769673934,TRUE,-110.5635326,2.769673934,TRUE,-110.5718523,2.769314649,TRUE,28.8411756,15.60854869,13.82908168,14.41528189,12.81438142,13.23262691,15.01209392
0.01,2.13,"Ravelo, AC; Shackleton, NJ 1995",138-851,2.77,-110.572,Planktonic foraminifera,,-110.5652786,2.767722573,FALSE,-110.5635326,2.769673934,TRUE,-110.5635326,2.769673934,TRUE,-110.5718523,2.769314649,TRUE,28.8411756,15.60854869,13.82908168,14.41528189,12.81438142,13.23262691,15.01209392
0.010024,-0.69,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99832712,5.000158925,FALSE,-43.99681387,4.996541604,TRUE,-43.99681387,4.996541604,TRUE,-43.99994867,4.996917857,TRUE,28.49136132,15.60854546,13.82813267,14.41454323,12.81347009,12.88281586,14.66322865
0.010076,-0.92,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99831844,5.000159749,FALSE,-43.99679734,4.996523662,TRUE,-43.99679734,4.996523662,TRUE,-43.99994841,4.996901868,TRUE,28.49135198,15.60853848,13.82607647,14.41294278,12.81149556,12.8828135,14.66527551
0.011553,-0.72,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99807195,5.000183168,FALSE,-43.9963279,4.99601405,TRUE,-43.9963279,4.99601405,TRUE,-43.99994085,4.996447725,TRUE,28.49108673,15.60834014,13.76767259,14.36748401,12.75541109,12.88274659,14.72341414
0.012469,-0.67,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99791908,5.000197692,FALSE,-43.99603677,4.995697996,TRUE,-43.99603677,4.995697996,TRUE,-43.99993616,4.996166077,TRUE,28.49092223,15.60821714,13.73145189,14.33929156,12.72062884,12.88270509,14.75947033
0.013048,-1.25,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99782246,5.000206873,FALSE,-43.99585275,4.995498219,TRUE,-43.99585275,4.995498219,TRUE,-43.9999332,4.995988048,TRUE,28.49081824,15.60813938,13.70855694,14.32147123,12.69864312,12.88267886,14.78226131
0.014006,-0.69,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99766258,5.000222063,FALSE,-43.99554827,4.995167669,TRUE,-43.99554827,4.995167669,TRUE,-43.99992829,4.995693486,TRUE,28.4906462,15.60801074,13.67067547,14.29198612,12.66226606,12.88263546,14.81997073
0.014914,-0.88,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99751104,5.000236461,FALSE,-43.99525969,4.994854368,TRUE,-43.99525969,4.994854368,TRUE,-43.99992365,4.995414297,TRUE,28.49048313,15.60788881,13.63477112,14.2640399,12.62778759,12.88259432,14.85571201
0.015196,-0.86,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99746398,5.000240933,FALSE,-43.99517006,4.994757065,TRUE,-43.99517006,4.994757065,TRUE,-43.99992221,4.995327589,TRUE,28.49043249,15.60785094,13.62362021,14.25536057,12.61707952,12.88258155,14.86681228
0.015414,-0.52,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.9974276,5.00024439,FALSE,-43.99510078,4.994681844,TRUE,-43.99510078,4.994681844,TRUE,-43.99992109,4.995260559,TRUE,28.49039334,15.60782166,13.615,14.24865101,12.60880165,12.88257167,14.87539334
0.016821,-0.73,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99719279,5.0002667,FALSE,-43.99465361,4.994196358,TRUE,-43.99465361,4.994196358,TRUE,-43.99991389,4.994827939,TRUE,28.49014066,15.60763272,13.55936407,14.20534668,12.55537521,12.88250793,14.93077659
0.017359,-0.72,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.997103,5.000275231,FALSE,-43.99448262,4.994010718,TRUE,-43.99448262,4.994010718,TRUE,-43.99991114,4.994662517,TRUE,28.49004404,15.60756048,13.53809035,14.18878824,12.53494634,12.88248356,14.95195369
0.017785,-0.98,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99703191,5.000281987,FALSE,-43.99434723,4.993863725,TRUE,-43.99434723,4.993863725,TRUE,-43.99990896,4.994531532,TRUE,28.48996753,15.60750327,13.52124535,14.1756769,12.51877032,12.88246426,14.96872218
0.018229,-0.63,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99695781,5.000289027,FALSE,-43.99420613,4.993710519,TRUE,-43.99420613,4.993710519,TRUE,-43.99990669,4.994395012,TRUE,28.48988779,15.60744365,13.5036886,14.16201157,12.5019108,12.88244414,14.9861992
0.019636,-0.68,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.996723,5.000311339,FALSE,-43.99375897,4.993225018,TRUE,-43.99375897,4.993225018,TRUE,-43.99989949,4.993962393,TRUE,28.48963511,15.60725471,13.44805267,14.11870724,12.44848437,12.8823804,15.04158245
0.019804,-0.59,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99669496,5.000314003,FALSE,-43.99370558,4.993167048,TRUE,-43.99370558,4.993167048,TRUE,-43.99989863,4.993910737,TRUE,28.48960494,15.60723215,13.44140957,14.11353657,12.44210509,12.88237279,15.04819537
0.019804,-0.59,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99669496,5.000314003,FALSE,-43.99370558,4.993167048,TRUE,-43.99370558,4.993167048,TRUE,-43.99989863,4.993910737,TRUE,28.48960494,15.60723215,13.44140957,14.11353657,12.44210509,12.88237279,15.04819537
0.02,1.41,"Farrell, John W; Janecek, Thomas R 1991",121-758,5.384,90.3612,Planktonic foraminifera,,90.35782339,5.373868326,FALSE,90.35748807,5.376104701,TRUE,90.35748807,5.376104701,TRUE,90.36070833,5.387462498,TRUE,28.76360967,15.60720583,13.43365929,14.10750413,12.4346626,13.15640384,15.32995038
0.02,1.6,"Farrell, John W; Janecek, Thomas R 1991",121-758,5.384,90.3612,Planktonic foraminifera,,90.35782339,5.373868326,FALSE,90.35748807,5.376104701,TRUE,90.35748807,5.376104701,TRUE,90.36070833,5.387462498,TRUE,28.76360967,15.60720583,13.43365929,14.10750413,12.4346626,13.15640384,15.32995038
0.02,1.95,"Ravelo, AC; Shackleton, NJ 1995",138-851,2.77,-110.572,Planktonic foraminifera,,-110.558557,2.765445833,FALSE,-110.5550653,2.769347034,TRUE,-110.5550653,2.769347034,TRUE,-110.5717045,2.76862929,TRUE,28.83962099,15.60720583,13.43365929,14.10750413,12.4346626,13.23241516,15.4059617
0.02,2,"Ravelo, AC; Shackleton, NJ 1995",138-851,2.77,-110.572,Planktonic foraminifera,,-110.558557,2.765445833,FALSE,-110.5550653,2.769347034,TRUE,-110.5550653,2.769347034,TRUE,-110.5717045,2.76862929,TRUE,28.83962099,15.60720583,13.43365929,14.10750413,12.4346626,13.23241516,15.4059617
0.020375,-0.8,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99659967,5.000323058,FALSE,-43.99352411,4.992970016,TRUE,-43.99352411,4.992970016,TRUE,-43.99989571,4.993735168,TRUE,28.4895024,15.60715547,13.41883095,14.09596246,12.42042315,12.88234692,15.07067144
0.022249,-0.64,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99628692,5.000352776,FALSE,-43.99292854,4.992323356,TRUE,-43.99292854,4.992323356,TRUE,-43.99988612,4.993158957,TRUE,28.48916585,15.60690382,13.3447288,14.03828491,12.34926384,12.88226203,15.14443705
0.022964,-0.85,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.9961676,5.000364115,FALSE,-43.99270132,4.992076628,TRUE,-43.99270132,4.992076628,TRUE,-43.99988247,4.992939111,TRUE,28.48903744,15.60680781,13.3164561,14.0162788,12.32211395,12.88222963,15.17258135
0.023859,-0.52,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99601823,5.000378308,FALSE,-43.99241689,4.991767785,TRUE,-43.99241689,4.991767785,TRUE,-43.99987789,4.99266392,TRUE,28.48887671,15.60668762,13.28106579,13.98873269,12.28812911,12.88218909,15.20781092
0.024626,-0.65,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99589023,5.000390472,FALSE,-43.99217314,4.991503109,TRUE,-43.99217314,4.991503109,TRUE,-43.99987397,4.992428085,TRUE,28.48873896,15.60658462,13.25073689,13.96512614,12.25900468,12.88215434,15.23800207
0.024969,-1.03,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99583299,5.000395911,FALSE,-43.99206414,4.991384746,TRUE,-43.99206414,4.991384746,TRUE,-43.99987221,4.992322621,TRUE,28.48867737,15.60653856,13.23717391,13.95456936,12.24598032,12.8821388,15.25150346
0.02575,-0.46,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99570265,5.000408297,FALSE,-43.99181594,4.991115236,TRUE,-43.99181594,4.991115236,TRUE,-43.99986822,4.992082482,TRUE,28.48853711,15.60643369,13.20629142,13.93053192,12.21632428,12.88210342,15.28224569
0.026585,-0.71,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99556329,5.00042154,FALSE,-43.99155059,4.990827089,TRUE,-43.99155059,4.990827089,TRUE,-43.99986395,4.991825739,TRUE,28.48838715,15.60632156,13.17327365,13.90483247,12.18461776,12.88206559,15.3151135
0.026585,-0.7,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99556329,5.00042154,FALSE,-43.99155059,4.990827089,TRUE,-43.99155059,4.990827089,TRUE,-43.99986395,4.991825739,TRUE,28.48838715,15.60632156,13.17327365,13.90483247,12.18461776,12.88206559,15.3151135
0.026833,-0.21,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99552191,5.000425473,FALSE,-43.99147178,4.990741507,TRUE,-43.99147178,4.990741507,TRUE,-43.99986268,4.991749485,TRUE,28.48834261,15.60628826,13.16346717,13.89719958,12.17520074,12.88205436,15.32487544
0.027694,-0.48,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99537821,5.000439128,FALSE,-43.99119816,4.990444384,TRUE,-43.99119816,4.990444384,TRUE,-43.99985828,4.991484748,TRUE,28.48818799,15.60617263,13.12942131,13.87069992,12.14250695,12.88201535,15.35876668
0.0282,-0.75,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99529377,5.000447153,FALSE,-43.99103736,4.990269767,TRUE,-43.99103736,4.990269767,TRUE,-43.99985569,4.991329164,TRUE,28.48809711,15.60610469,13.10941293,13.85512636,12.12329317,12.88199243,15.37868418
0.02904,-0.28,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99515358,5.000460475,FALSE,-43.99077043,4.989979887,TRUE,-43.99077043,4.989979887,TRUE,-43.9998514,4.991070884,TRUE,28.48794626,15.60599189,13.07619745,13.82927303,12.09139679,12.88195437,15.41174881
0.029815,-0.67,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99502424,5.000472766,FALSE,-43.99052415,4.989712437,TRUE,-43.99052415,4.989712437,TRUE,-43.99984743,4.99083259,TRUE,28.48780708,15.60588781,13.04555222,13.80542026,12.06196858,12.88191926,15.44225486
0.03,1.66,"Farrell, John W; Janecek, Thomas R 1991",121-758,5.384,90.3612,Planktonic foraminifera,,90.35613427,5.368802665,FALSE,90.35563256,5.372156857,TRUE,90.35563256,5.372156857,TRUE,90.36046237,5.38919373,TRUE,28.76306231,15.60586297,13.0382369,13.79972637,12.05494379,13.15719934,15.72482541
0.03,1.98,"Ravelo, AC; Shackleton, NJ 1995",138-851,2.77,-110.572,Planktonic foraminifera,,-110.5518354,2.763169778,FALSE,-110.5465982,2.769019302,TRUE,-110.5465982,2.769019302,TRUE,-110.5715569,2.767943923,TRUE,28.83806639,15.60586297,13.0382369,13.79972637,12.05494379,13.23220341,15.79982948
0.03,1.98,"Ravelo, AC; Shackleton, NJ 1995",138-851,2.77,-110.572,Planktonic foraminifera,,-110.5518354,2.763169778,FALSE,-110.5465982,2.769019302,TRUE,-110.5465982,2.769019302,TRUE,-110.5715569,2.767943923,TRUE,28.83806639,15.60586297,13.0382369,13.79972637,12.05494379,13.23220341,15.79982948
0.03,2,"Ravelo, AC; Shackleton, NJ 1995",138-851,2.77,-110.572,Planktonic foraminifera,,-110.5518354,2.763169778,FALSE,-110.5465982,2.769019302,TRUE,-110.5465982,2.769019302,TRUE,-110.5715569,2.767943923,TRUE,28.83806639,15.60586297,13.0382369,13.79972637,12.05494379,13.23220341,15.79982948
0.031246,-0.62,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99478543,5.000495462,FALSE,-43.99006941,4.989218596,TRUE,-43.99006941,4.989218596,TRUE,-43.99984012,4.990392591,TRUE,28.48755009,15.60569565,12.98896727,13.76137726,12.00763082,12.88185444,15.49858281
0.031246,-0.2,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99478543,5.000495462,FALSE,-43.99006941,4.989218596,TRUE,-43.99006941,4.989218596,TRUE,-43.99984012,4.990392591,TRUE,28.48755009,15.60569565,12.98896727,13.76137726,12.00763082,12.88185444,15.49858281
0.031431,-0.69,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99475455,5.000498396,FALSE,-43.99001062,4.989154752,TRUE,-43.99001062,4.989154752,TRUE,-43.99983917,4.990335708,TRUE,28.48751686,15.60567081,12.98165196,13.75568337,12.00060602,12.88184605,15.50586491
0.031583,-0.19,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99472919,5.000500807,FALSE,-43.98996232,4.989102296,TRUE,-43.98996232,4.989102296,TRUE,-43.9998384,4.990288971,TRUE,28.48748957,15.6056504,12.97564154,13.75100515,11.9948343,12.88183917,15.51184803
0.033046,-0.55,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99448503,5.000524011,FALSE,-43.98949742,4.988597403,TRUE,-43.98949742,4.988597403,TRUE,-43.99983092,4.989839133,TRUE,28.48722683,15.60545394,12.91779124,13.70597726,11.93928143,12.88177289,15.56943559
0.033453,-0.12,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.9944171,5.000530467,FALSE,-43.98936809,4.988456942,TRUE,-43.98936809,4.988456942,TRUE,-43.99982884,4.98971399,TRUE,28.48715373,15.60539928,12.90169755,13.69345071,11.92382688,12.88175445,15.58545618
0.033528,0,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99440459,5.000531656,FALSE,-43.98934425,4.988431059,TRUE,-43.98934425,4.988431059,TRUE,-43.99982845,4.98969093,TRUE,28.48714027,15.60538921,12.89873188,13.69114237,11.92097899,12.88175105,15.58840838
0.034662,-0.83,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99421534,5.000549643,FALSE,-43.98898391,4.988039699,TRUE,-43.98898391,4.988039699,TRUE,-43.99982266,4.989342251,TRUE,28.48693661,15.60523693,12.85389098,13.65624037,11.87791887,12.88169968,15.63304563
0.035472,-0.18,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99408016,5.00056249,FALSE,-43.98872652,4.987760154,TRUE,-43.98872652,4.987760154,TRUE,-43.99981852,4.989093195,TRUE,28.48679114,15.60512816,12.82186177,13.63131038,11.84716165,12.88166298,15.66492937
0.036277,-0.73,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99394581,5.000575259,FALSE,-43.98847072,4.987482332,TRUE,-43.98847072,4.987482332,TRUE,-43.9998144,4.988845677,TRUE,28.48664658,15.60502006,12.79003027,13.60653427,11.81659428,12.88162652,15.69661631
0.037892,-0.88,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99367629,5.000600875,FALSE,-43.98795754,4.986924955,TRUE,-43.98795754,4.986924955,TRUE,-43.99980615,4.988349102,TRUE,28.48635654,15.60480319,12.72616955,13.55682816,11.7552697,12.88155335,15.76018699
0.037892,-0.46,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99367629,5.000600875,FALSE,-43.98795754,4.986924955,TRUE,-43.98795754,4.986924955,TRUE,-43.99980615,4.988349102,TRUE,28.48635654,15.60480319,12.72616955,13.55682816,11.7552697,12.88155335,15.76018699
0.039361,-0.32,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99343113,5.000624176,FALSE,-43.98749076,4.986417959,TRUE,-43.98749076,4.986417959,TRUE,-43.99979865,4.987897419,TRUE,28.48609272,15.60460592,12.668082,13.5116156,11.699489,12.8814868,15.81801072
0.039508,-0.32,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99340659,5.000626508,FALSE,-43.98744405,4.986367224,TRUE,-43.98744405,4.986367224,TRUE,-43.99979789,4.98785222,TRUE,28.48606632,15.60458618,12.66226929,13.50709127,11.69390714,12.88148014,15.82379703
0.04,1.58,"Farrell, John W; Janecek, Thomas R 1991",121-758,5.384,90.3612,Planktonic foraminifera,,90.35444459,5.363737123,FALSE,90.35377735,5.368208884,TRUE,90.35377735,5.368208884,TRUE,90.36021633,5.390924951,TRUE,28.76251495,15.60452011,12.64281451,13.4919486,11.67522497,13.15799484,16.11970044
0.04,1.71,"Farrell, John W; Janecek, Thomas R 1991",121-758,5.384,90.3612,Planktonic foraminifera,,90.35444459,5.363737123,FALSE,90.35377735,5.368208884,TRUE,90.35377735,5.368208884,TRUE,90.36021633,5.390924951,TRUE,28.76251495,15.60452011,12.64281451,13.4919486,11.67522497,13.15799484,16.11970044
0.04,1.91,"Ravelo, AC; Shackleton, NJ 1995",138-851,2.77,-110.572,Planktonic foraminifera,,-110.5451135,2.76089441,FALSE,-110.5381312,2.768690736,TRUE,-110.5381312,2.768690736,TRUE,-110.5714092,2.767258548,TRUE,28.83651178,15.60452011,12.64281451,13.4919486,11.67522497,13.23199167,16.19369727
0.04,2.01,"Ravelo, AC; Shackleton, NJ 1995",138-851,2.77,-110.572,Planktonic foraminifera,,-110.5451135,2.76089441,FALSE,-110.5381312,2.768690736,TRUE,-110.5381312,2.768690736,TRUE,-110.5714092,2.767258548,TRUE,28.83651178,15.60452011,12.64281451,13.4919486,11.67522497,13.23199167,16.19369727
0.040074,-0.45,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99331213,5.000635486,FALSE,-43.98726421,4.986171878,TRUE,-43.98726421,4.986171878,TRUE,-43.999795,4.987678188,TRUE,28.48596468,15.60451018,12.63988839,13.48967105,11.67241505,12.8814545,15.84607629
0.041123,-0.63,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99313707,5.000652126,FALSE,-43.98693089,4.985809829,TRUE,-43.98693089,4.985809829,TRUE,-43.99978964,4.987355645,TRUE,28.48577629,15.60436931,12.59840858,13.45738516,11.63258255,12.88140698,15.88736771
0.041306,-0.5,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99310653,5.000655029,FALSE,-43.98687274,4.985746668,TRUE,-43.98687274,4.985746668,TRUE,-43.99978871,4.987299377,TRUE,28.48574342,15.60434474,12.59117235,13.45175283,11.62563369,12.88139869,15.89457108
0.042281,-0.04,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99294381,5.000670495,FALSE,-43.98656294,4.985410155,TRUE,-43.98656294,4.985410155,TRUE,-43.99978373,4.986999587,TRUE,28.48556832,15.60421381,12.55261866,13.4217445,11.58861111,12.88135452,15.93294966
0.042738,-0.24,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99286754,5.000677744,FALSE,-43.98641773,4.985252425,TRUE,-43.98641773,4.985252425,TRUE,-43.99978139,4.98685907,TRUE,28.48548625,15.60415244,12.53454786,13.40767905,11.57125796,12.88133381,15.95093839
0.04325,-0.28,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99278209,5.000685866,FALSE,-43.98625505,4.98507571,TRUE,-43.98625505,4.98507571,TRUE,-43.99977878,4.986701642,TRUE,28.4853943,15.60408369,12.51430223,13.39192083,11.55181635,12.88131062,15.97109207
0.04325,-0.22,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99278209,5.000685866,FALSE,-43.98625505,4.98507571,TRUE,-43.98625505,4.98507571,TRUE,-43.99977878,4.986701642,TRUE,28.4853943,15.60408369,12.51430223,13.39192083,11.55181635,12.88131062,15.97109207
0.044354,-0.95,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99259785,5.000703379,FALSE,-43.98590427,4.984694666,TRUE,-43.98590427,4.984694666,TRUE,-43.99977314,4.986362188,TRUE,28.48519604,15.60393543,12.4706476,13.35794217,11.5098954,12.8812606,16.01454843
0.044487,-0.49,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99257565,5.000705489,FALSE,-43.98586201,4.984648761,TRUE,-43.98586201,4.984648761,TRUE,-43.99977246,4.986321294,TRUE,28.48517215,15.60391757,12.46538849,13.35384872,11.50484514,12.88125458,16.01978367
0.045181,-0.54,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99245983,5.000716498,FALSE,-43.9856415,4.984409225,TRUE,-43.9856415,4.984409225,TRUE,-43.99976892,4.986107905,TRUE,28.48504752,15.60382438,12.43794617,13.33248895,11.47849265,12.88122314,16.04710135
0.04604,-0.74,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99231647,5.000730125,FALSE,-43.98536857,4.984112737,TRUE,-43.98536857,4.984112737,TRUE,-43.99976453,4.985843783,TRUE,28.48489325,15.60370903,12.40397939,13.30605084,11.4458748,12.88118422,16.08091386
0.046625,-0.04,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99221884,5.000739405,FALSE,-43.98518269,4.98391082,TRUE,-43.98518269,4.98391082,TRUE,-43.99976154,4.985663909,TRUE,28.48478819,15.60363047,12.38084718,13.28804584,11.42366125,12.88115772,16.10394101
0.046758,0.02,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99219665,5.000741515,FALSE,-43.98514043,4.983864914,TRUE,-43.98514043,4.983864914,TRUE,-43.99976086,4.985623014,TRUE,28.48476431,15.60361261,12.37558806,13.28395239,11.41861099,12.88115169,16.10917624
0.047773,-0.75,Bickert et al. 1997,CearaRiseStack,5,-44,bf,,-43.99202725,5.000757617,FALSE,-43.98481794,4.983514576,TRUE,-43.98481794,4.983514576,TRUE,-43.99975568,4.985310926,TRUE,28.48458202,15.60347631,12.33545269,13.25271295,11.38006953,12.88110571,16.14912933
