"parameter","form","time.index","Rhat","ESS"
"d13CO2","raw",1,1.09124148291017,2633.65681895892
"d13CO2","raw",2,1.07051205667506,3749.61734978591
"d13CO2","raw",3,1.05664324057383,4428.26413519801
"d13CO2","raw",4,1.04789640652381,4575.41522505522
"d13CO2","raw",5,1.04024093759514,4951.11462947013
"d13CO2","raw",6,1.03472356611731,4523.42883992486
"d13CO2","raw",7,1.03075743612034,4300.7532579839
"d13CO2","raw",8,1.02667849381899,4242.75832852237
"d13CO2","raw",9,1.02436955345065,3776.20999026339
"d13CO2","raw",10,1.02146160427457,3617.54981851331
"d13CO2","raw",11,1.01932990550026,3783.59364530153
"d13CO2","raw",12,1.01762737247065,3717.87706026541
"d13CO2","raw",13,1.01565541696698,3486.27620517125
"d13CO2","raw",14,1.01443615706931,3202.66390203236
"d13CO2","raw",15,1.01285437163435,3110.92127265284
"d13CO2","raw",16,1.01163163111831,2963.34682732219
"d13CO2","raw",17,1.01025513194297,3013.93356908285
"d13CO2","raw",18,1.00878505209731,3054.14607973444
"d13CO2","raw",19,1.00774033028657,3193.62555251505
"d13CO2","raw",20,1.00673602431273,3430.85538733159
"d13CO2","raw",21,1.00595524195662,3810.96182761307
"d13CO2","raw",22,1.00564265547294,4045.37397656239
"d13CO2","raw",23,1.00470295684624,4048.26389248948
"d13CO2","raw",24,1.00414536705121,4339.40742712033
"d13CO2","raw",25,1.0038560514498,4457.52289040247
"d13CO2","raw",26,1.00325089798451,4833.21377920927
"d13CO2","raw",27,1.00273160667187,5125.05099690884
"d13CO2","raw",28,1.00238378400039,5424.24433925227
"d13CO2","raw",29,1.00193499694709,5745.50794239746
"d13CO2","raw",30,1.00173471969186,5930.03008725798
"d13CO2","raw",31,1.0016423102399,6206.6629805335
"d13CO2","raw",32,1.00126719831228,6486.53603526466
"d13CO2","raw",33,1.00112435322834,6673.38455437106
"d13CO2","raw",34,1.00095734972165,6798.24675675923
"d13CO2","raw",35,1.00074484010121,7250.97018436405
"d13CO2","raw",36,1.00076424365845,7395.39497718639
"d13CO2","raw",37,1.00065219987367,7098.70631977755
"d13CO2","raw",38,1.00072704889347,7181.28287254351
"d13CO2","raw",39,1.00055939032125,7105.09955578559
"d13CO2","raw",40,1.00033988904265,6980.05196663845
"d13CO2","raw",41,1.00043716247743,6829.81184229423
"d13CO2","raw",42,1.00032708070846,7067.03699382987
"d13CO2","raw",43,1.00033405433576,6578.78954759681
"d13CO2","raw",44,1.00039081040763,6565.45868232369
"d13CO2","raw",45,1.00034053864583,6555.6637639938
"d13CO2","raw",46,1.0002980333855,6583.50664889499
"d13CO2","raw",47,1.00030576719537,6869.77333928172
"d13CO2","raw",48,1.00030949730575,6935.46770356436
"d13CO2","raw",49,1.00031821060102,6829.75552097292
"d13CO2","raw",50,1.00035284418925,6701.30124629315
"d13CO2","raw",51,1.0003792387712,6792.45599210816
"d13CO2","raw",52,1.00035125166163,6968.08893928843
"d13CO2","raw",53,1.00038798592111,7160.85021844527
"d13CO2","raw",54,1.00043196692348,7317.19036696106
"d13CO2","raw",55,1.00031406557201,7768.58024706669
"d13CO2","raw",56,1.00031351835531,7959.62062980495
"d13CO2","raw",57,1.00042970013752,8050.35612874928
"d13CO2","raw",58,1.00044630936739,8285.04709376454
"d13CO2","raw",59,1.00044683115663,8502.22428760737
"d13CO2","raw",60,1.00040128309935,8713.73513404033
"d13CO2","raw",61,1.00038275704124,9478.25988897591
"d13CO2","raw",62,1.00035318629552,9522.56460429892
"d13CO2","raw",63,1.00032637190307,9532.77796080445
"d13CO2","raw",64,1.00041438740531,9572.7427667716
"d13CO2","raw",65,1.00029562727302,9413.06830978792
"d13CO2","raw",66,1.00035315925343,9361.73384539481
"d13CO2","raw",67,1.00041349163368,9183.66775456441
"d13CO2","raw",68,1.00039961194487,9111.69296502451
"d13CO2","raw",69,1.00041023285076,9056.18820658177
"d13CO2","raw",70,1.00042909012086,8842.97280327725
"d13CO2","raw",71,1.00048374998912,9262.39354331263
"d13CO2","raw",72,1.00033809920495,9360.45978008298
"d13CO2","raw",73,1.00031683568915,9954.11183671177
"d13CO2","raw",74,1.00033874884304,9740.75210631164
"d13CO2","raw",75,1.00040000826771,9959.92764634664
"d13CO2","raw",76,1.00045483135252,10550.9809258876
"d13CO2","raw",77,1.00046073108361,10871.8462667898
"d13CO2","raw",78,1.00041794588906,11116.6992047679
"d13CO2","raw",79,1.00030333787981,10807.4170111595
"d13CO2","raw",80,1.00023871889736,10542.6998372636
"d13CO2","raw",81,1.00027347001486,10435.8491144645
"d13CO2","raw",82,1.00017049983605,10193.1313671666
"d13CO2","raw",83,1.00032439982267,10046.2508876793
"d13CO2","raw",84,1.0002198964114,9537.14355942553
"d13CO2","raw",85,1.00021197371971,9525.32590633156
"d13CO2","raw",86,1.00020098866765,9046.21437254547
"d13CO2","raw",87,1.00017222874238,8968.94688640586
"d13CO2","raw",88,1.00012281273613,8638.93837348277
"d13CO2","raw",89,1.00014150275859,8707.69007858677
"d13CO2","raw",90,1.00018450637575,8564.28507415427
"d13CO2","raw",91,1.00018718430465,8135.22772795778
"d13CO2","raw",92,1.00015587973535,7776.84474212748
"d13CO2","raw",93,1.0001062336871,7585.61174225015
"d13CO2","raw",94,1.00015132378364,7176.99611544907
"d13CO2","raw",95,1.00018311462058,7052.58586910474
"d13CO2","raw",96,1.00018536275175,6556.89137734404
"d13CO2","raw",97,1.00034908768876,6274.72455142497
"d13CO2","raw",98,1.00040434233218,6063.41296708131
"d13CO2","raw",99,1.00047049703334,5606.6499671677
"d13CO2","raw",100,1.00046893327049,5398.92805794041
"d13CO2","raw",101,1.00037014575115,4934.0436909507
"d13CO2","raw",102,1.00040293780898,4447.42878747916
"d13CO2","raw",103,1.00045017510013,4136.30185388719
"d13CO2","raw",104,1.00033294698769,3739.50421439372
"d13CO2","raw",105,1.00029337982745,3603.93987790279
"d13CO2","raw",106,1.00035618666379,3304.70081741174
"d13CO2","raw",107,1.00039490096927,3267.48488879928
"d13CO2","raw",108,1.00046745361587,3158.52683552944
"d13CO2","raw",109,1.00049489611095,3089.25206224556
"d13CO2","raw",110,1.00065683860041,3226.35486732298
"d13CO2","raw",111,1.00079192185167,3296.17309629495
"d13CO2","raw",112,1.00083529691105,3467.57988917179
"d13CO2","raw",113,1.00097525550457,3586.84604386286
"d13CO2","raw",114,1.0010020749007,3798.66094707625
"d13CO2","raw",115,1.00105476680991,4046.58302426561
"d13CO2","raw",116,1.00093141019166,4513.78541161022
"d13CO2","raw",117,1.00090926180348,4992.39360995834
"d13CO2","raw",118,1.00077698474398,5311.7829465315
"d13CO2","raw",119,1.0007367864969,6153.65652085266
"d13CO2","raw",120,1.00066963649271,6913.08829525149
"d13CO2","raw",121,1.00054095470068,7936.17512677945
"d13CO2","raw",122,1.00051331157534,9386.44605043835
"d13CO2","raw",123,1.00039178565603,9992.11332260785
"d13CO2","raw",124,1.00046447969543,11025.3933748178
