"parameter","form","time.index","Rhat","ESS"
"d13CO2","raw",109,0.999960753218192,23434.5475388489
"d13CO2","raw",110,0.999957152033517,23640.9150369308
"d13CO2","raw",111,0.999945943636647,23614.134395748
"d13CO2","raw",112,0.999956830831981,23627.5270574202
"d13CO2","raw",113,0.999959387824605,23431.4824491633
"d13CO2","raw",114,0.999954837232984,23675.862193001
"d13CO2","raw",115,0.999958017775505,23463.1257040616
"d13CO2","raw",116,0.999951336366195,23471.4102774889
"d13CO2","raw",117,0.999956453792088,23443.6160106901
"d13CO2","raw",118,0.999947598203301,23456.9103821454
"d13CO2","raw",119,0.999957049704234,23439.8287278902
"d13CO2","raw",120,0.999944243179315,23413.3397135255
"d13CO2","raw",121,0.999957548069532,23669.8758160883
"d13CO2","raw",122,0.999949283622927,23641.7710411305
"d13CO2","raw",123,0.999942539187721,23419.0426646752
"d13CO2","raw",124,0.999957783495586,23458.1938687274
"d13CO2","raw",125,0.999953750956604,23422.5062828509
"d13CO2","raw",126,0.999965664860369,23427.4224797082
"d13CO2","raw",127,0.9999828064149,23402.6360144594
"d13CO2","raw",128,0.9999795708297,23631.3217972155
"d13CO2","raw",129,0.999967550510873,23604.7160197345
"d13CO2","raw",130,0.999967700872382,23602.4061551524
"d13CO2","raw",131,0.999955760622449,23642.7539712363
"d13CO2","raw",132,0.999971438681424,23643.378342927
"d13CO2","raw",133,0.99995914035579,23667.0057544144
"d13CO2","raw",134,0.999957671974191,23648.8022659722
"d13CO2","raw",135,0.999960618110637,23652.614675615
"d13CO2","raw",136,0.999948398465798,23631.5158419273
"d13CO2","raw",137,0.999956987279063,23646.6461437848
"d13CO2","raw",138,0.999953001439181,23606.6121530396
"d13CO2","raw",139,0.999963522772958,23611.2196950511
"d13CO2","raw",140,0.999962596309248,23610.4013073459
"d13CO2","raw",141,0.999960898265008,23629.3690745716
"d13CO2","raw",142,0.999983066199773,23641.8738037465
"d13CO2","raw",143,0.999971135502342,23671.5269448862
"d13CO2","raw",144,0.999967337959006,23397.5520206842
"d13CO2","raw",145,0.999964915688305,23405.64844121
"d13CO2","raw",146,0.99997547849733,23629.8228332308
"d13CO2","raw",147,0.999967157409552,23617.1530256097
"d13CO2","raw",148,0.999971659760266,23634.4535599013
"d13CO2","raw",149,0.999979807481643,23624.1637832173
"d13CO2","raw",150,0.999962191737076,23632.5600429013
"d13CO2","raw",151,0.999944319018568,23644.2005031671
"d13CO2","raw",152,0.999946565395909,23659.4549422619
"d13CO2","raw",153,0.999939780210137,23666.7692424373
"d13CO2","raw",154,0.9999493767917,23657.4666147395
"d13CO2","raw",155,0.999953621296191,23616.9502344793
"d13CO2","raw",156,0.999962337130375,23437.250618997
"d13CO2","raw",157,0.999964579304884,23397.3499352499
"d13CO2","raw",158,0.999971951904715,23465.0933609298
"d13CO2","raw",159,0.999977788218729,23470.9327461441
"d13CO2","raw",160,0.999957952339328,23657.0741705337
"d13CO2","raw",161,0.999962950378848,23655.6246052195
"d13CO2","raw",162,0.999967035844587,23674.4568771461
"d13CO2","raw",163,0.999985718834487,23646.8341343594
"d13CO2","raw",164,0.999983904787053,23632.8416402371
"d13CO2","raw",165,0.999989724647345,23671.5493660169
"d13CO2","raw",166,0.999997176783728,23671.4159174518
"d13CO2","raw",167,0.999973407280929,23691.3556773828
"d13CO2","raw",168,0.99995851609845,23436.1816814006
"d13CO2","raw",169,0.999952248231661,23454.5170133981
"d13CO2","raw",170,0.999956980186735,23657.307188353
"d13CO2","raw",171,0.999956835756802,23467.7200346457
"d13CO2","raw",172,0.999941571360161,23510.9251278196
"d13CO2","raw",173,0.999958189594105,23714.4550235459
"d13CO2","raw",174,0.999963462095733,23460.0962675952
"d13CO2","raw",175,0.999955949877542,23450.6793052474
"d13CO2","raw",176,0.999960521037146,23669.6881926821
"d13CO2","raw",177,0.999971946554764,23670.8643500124
"d13CO2","raw",178,0.99997343054907,23652.7421198124
"d13CO2","raw",179,0.999971979691653,23465.0094772178
"d13CO2","raw",180,0.999954863858773,23648.5856852092
"d13CO2","raw",181,0.999956428831453,23658.773474925
"d13CO2","raw",182,0.99995503619573,23657.2375127794
"d13CO2","raw",183,0.999951350490909,23647.8123254845
"d13CO2","raw",184,0.999955720521004,23612.0094055302
"d13CO2","raw",185,0.999961362929081,23629.7437990852
"d13CO2","raw",186,0.999954789893208,23602.342105722
"d13CO2","raw",187,0.999958113239356,23638.8839385892
"d13CO2","raw",188,0.999956077215659,23638.9432158034
"d13CO2","raw",189,0.999953075089944,23660.9422857742
"d13CO2","raw",190,0.999958392528133,23656.0168822187
"d13CO2","raw",191,0.999958606211101,23651.2579919296
"d13CO2","raw",192,0.999967546661894,23645.1480646318
"d13CO2","raw",193,0.999972866307648,23655.9105613073
"d13CO2","raw",194,0.999976553296543,23646.3354856359
"d13CO2","raw",195,0.999976416398714,23639.5619671545
"d13CO2","raw",196,0.999987418159606,23674.4845861414
"d13CO2","raw",197,0.999982337513696,23689.496867766
"d13CO2","raw",198,0.999983906527545,23668.1628691787
"d13CO2","raw",199,0.999986007689515,23679.476056503
"d13CO2","raw",200,0.999958407953944,23683.5715153754
"d13CO2","raw",201,0.999951673350468,23645.832285307
"d13CO2","raw",202,0.999952276929873,23674.3087279267
"d13CO2","raw",203,0.999959180795955,23680.3614582651
"d13CO2","raw",204,0.999975899178309,23689.3672899739
"d13CO2","raw",205,0.999961171965227,23701.9857892577
"d13CO2","raw",206,0.999948319420545,23658.7700312092
"d13CO2","raw",207,0.999946303419593,23619.7109516031
"d13CO2","raw",208,0.999952616151638,23622.5797459086
"d13CO2","raw",209,0.999934488016467,23629.3780386752
"d13CO2","raw",210,0.999933555730173,23635.5095570197
"d13CO2","raw",211,0.999940854107276,23608.7958629004
"d13CO2","raw",212,0.99996926418509,23603.6008114998
"d13CO2","raw",213,0.999944726758068,23575.7811061758
"d13CO2","raw",214,0.999932572096153,23623.4946091701
"d13CO2","raw",215,0.999914564008972,23642.2731504506
"d13CO2","raw",216,0.999926951265456,23660.677403327
"d13CO2","raw",217,0.999931796336421,23660.0704265504
"d13CO2","raw",218,0.999916436736318,23676.9524770643
"d13CO2","raw",219,0.999917286406095,23665.7734047686
"d13CO2","raw",220,0.999926706120536,23656.6234476351
"d13CO2","raw",221,0.999940008156118,23673.9813157
"d13CO2","raw",222,0.999945795557468,23674.2244564529
"d13CO2","raw",223,0.99995793915685,23689.3983444353
"d13CO2","raw",224,0.999925554858228,23694.9932772008
"d13CO2","raw",225,0.999926944259006,23688.9938477615
"d13CO2","raw",226,0.99992750113023,23675.5021416178
"d13CO2","raw",227,0.999928279488278,23449.4034681555
"d13CO2","raw",228,0.999920038001895,23448.8701976122
"d13CO2","raw",229,0.999937074434761,23432.8583361478
"d13CO2","raw",230,0.999926313974218,23637.4420423035
"d13CO2","raw",231,0.999939311998867,23655.2688312406
"d13CO2","raw",232,0.999943107722054,23692.2776136804
"d13CO2","raw",233,0.999939286493911,23714.6281176144
"d13CO2","raw",234,0.99994888128058,23718.7028806225
"d13CO2","raw",235,0.999947855932858,23722.3290956615
"d13CO2","raw",236,0.999935628871788,23725.7779573083
"d13CO2","raw",237,0.999943944847865,23692.5144052823
"d13CO2","raw",238,0.999947250309198,23645.3519233114
"d13CO2","raw",239,0.999956968346715,23644.1330175655
"d13CO2","raw",240,0.999955616933796,23674.6347005739
"d13CO2","raw",241,0.999948209221481,23679.2365218201
"d13CO2","raw",242,0.999950514545913,23678.511004482
"d13CO2","raw",243,0.999920698309766,23703.8100718376
"d13CO2","raw",244,0.999934176018222,23736.0646577871
"d13CO2","raw",245,0.999938884765654,23704.0940286176
"d13CO2","raw",246,0.999941737406084,23710.4466922827
"d13CO2","raw",247,0.999939782397426,23723.2482845798
"d13CO2","raw",248,0.999950527627379,23724.5154035658
"d13CO2","raw",249,0.999937628164551,23726.1969220891
"d13CO2","raw",250,0.99993644475319,23723.7153112984
"d13CO2","raw",251,0.999925266253737,23495.4565652482
"d13CO2","raw",252,0.999936757468731,23687.0609354968
"d13CO2","raw",253,0.99993130704181,23689.8072307766
"d13CO2","raw",254,0.99997134945006,23716.2018936716
"d13CO2","raw",255,0.999934307543169,23672.7294756669
"d13CO2","raw",256,0.999941857896359,23662.6328850924
"d13CO2","raw",257,0.999945906391846,23702.7471679177
"d13CO2","raw",258,0.999948816426477,23694.6132738698
"d13CO2","raw",259,0.999939212124759,23686.8867622101
"d13CO2","raw",260,0.999943743366356,23689.5551494351
"d13CO2","raw",261,0.999943879689863,23673.8480278643
"d13CO2","raw",262,0.999948969886211,23686.2114245202
"d13CO2","raw",263,0.999953171664853,23705.3311057334
"d13CO2","raw",264,0.999956843195628,23735.7668349972
"d13CO2","raw",265,0.999934879952189,23488.5727873916
"d13CO2","raw",266,0.999939820488428,23717.6801867643
"d13CO2","raw",267,0.999914529146893,23699.4767215307
"d13CO2","raw",268,0.9999109020357,23701.0434846276
"d13CO2","raw",269,0.999907063189507,23704.3649644577
"d13CO2","raw",270,0.999903922927577,23684.6907696829
"d13CO2","raw",271,0.999903478578946,23651.8662836114
"d13CO2","raw",272,0.999902911802625,23682.5489538908
"d13CO2","raw",273,0.999920488383116,23731.6604034044
"d13CO2","raw",274,0.999911934950723,23739.0285260133
"d13CO2","raw",275,0.999916702592176,23737.254205837
"d13CO2","raw",276,0.999908328456688,23762.5073908124
"d13CO2","raw",277,0.999920971462959,23757.1851933442
"d13CO2","raw",278,0.999925038829666,23735.8689994366
"d13CO2","raw",279,0.999912127371112,23728.9552768621
"d13CO2","raw",280,0.999919612344104,23777.8375730651
"d13CO2","raw",281,0.999921922081552,24000
"d13CO2","raw",282,0.999916724339298,24000
"d13CO2","raw",283,0.999922426366749,24000
"d13CO2","raw",284,0.999929595950029,24000
"d13CO2","raw",285,0.999929495318552,23757.8593507062
"d13CO2","raw",286,0.999934328255938,23752.3232408348
"d13CO2","raw",287,0.999929256151426,23745.8372303264
"d13CO2","raw",288,0.999940989581286,23756.9293475821
"d13CO2","raw",289,0.999946597644065,23742.2417550042
"d13CO2","raw",290,0.999954086250043,23749.0909983742
"d13CO2","raw",291,0.999953651471172,23750.3476518447
"d13CO2","raw",292,0.999952784282387,23732.4267599656
"d13CO2","raw",293,0.999954695741304,23726.507267091
"d13CO2","raw",294,0.999960320393783,23706.4215159873
"d13CO2","raw",295,0.999947320006815,23713.1956354218
"d13CO2","raw",296,0.999939460925823,23717.2053211443
"d13CO2","raw",297,0.999946421670705,23721.4981383981
"d13CO2","raw",298,0.999944719213731,23719.9224596726
"d13CO2","raw",299,0.999944830860672,23703.115436333
"d13CO2","raw",300,0.999930952802847,23680.0189999982
"d13CO2","raw",301,0.999935829574234,23663.6934382561
"d13CO2","raw",302,0.999938563652547,23660.5245711252
"d13CO2","raw",303,0.999950774428402,23658.9155935903
"d13CO2","raw",304,0.999963027711658,23659.994555349
"d13CO2","raw",305,0.999951373907173,23693.4160567479
"d13CO2","raw",306,0.999954038357519,23682.2770323446
"d13CO2","raw",307,0.999959129143157,23699.4609318158
"d13CO2","raw",308,0.999942041486635,23712.7843938628
"d13CO2","raw",309,0.999940771944146,23672.8007522901
"d13CO2","raw",310,0.999949249895723,23680.7002605837
"d13CO2","raw",311,0.999949040984996,23661.1645323538
"d13CO2","raw",312,0.999944197964607,23670.6323838467
"d13CO2","raw",313,0.999941439779461,23658.0192033474
"d13CO2","raw",314,0.99995986352905,23650.9225672628
"d13CO2","raw",315,0.999950137896027,23653.1283420009
"d13CO2","raw",316,0.999948295756464,23660.2740901794
"d13CO2","raw",317,0.999937483032237,23641.0343271005
"d13CO2","raw",318,0.999929307602504,23666.0974804291
"d13CO2","raw",319,0.99993184848013,23678.5133100515
"d13CO2","raw",320,0.999928686456125,23674.9356661215
"d13CO2","raw",321,0.999940619962417,23681.0147205572
"d13CO2","raw",322,0.999936128135934,23670.2310644019
"d13CO2","raw",323,0.999976671650807,23648.6940699864
"d13CO2","raw",324,0.999943666785944,23674.4017971118
"d13CO2","raw",325,0.999961199081898,23709.5835617071
"d13CO2","raw",326,0.999944538505442,23684.0030769658
"d13CO2","raw",327,0.999925100617901,23687.3659068567
"d13CO2","raw",328,0.999919908264606,23666.9160434922
"d13CO2","raw",329,0.999926106830774,23651.1384726747
"d13CO2","raw",330,0.99992750484031,23638.3882448917
"d13CO2","raw",331,0.999939264005818,23675.1393675241
"d13CO2","raw",332,0.999942770886626,23682.513944171
"d13CO2","raw",333,0.999944367501244,23674.6124980488
"d13CO2","raw",334,0.999945499526527,23676.2095372325
"d13CO2","raw",335,0.999937951465993,23674.696352762
"d13CO2","raw",336,0.999939897366724,23674.5434966967
"d13CO2","raw",337,0.999935325030462,23667.6036215403
"d13CO2","raw",338,0.999943759405278,23649.1723704074
"d13CO2","raw",339,0.999937770867822,23660.4098841391
"d13CO2","raw",340,0.999972528578827,23643.88903889
"d13CO2","raw",341,0.999921857349608,23643.8319190445
"d13CO2","raw",342,0.999916152312833,23671.1316442889
"d13CO2","raw",343,0.999965185329955,23656.7550567496
"d13CO2","raw",344,0.999957340114746,23663.9601635261
"d13CO2","raw",345,0.999941505069717,23621.8916808155
"d13CO2","raw",346,0.999917983298664,23603.7346301246
"d13CO2","raw",347,0.999966674535785,23655.2289646842
"d13CO2","raw",348,0.99994730425207,23657.9253281151
"d13CO2","raw",349,0.999927021151454,23656.63170276
"d13CO2","raw",350,0.999930616314794,23654.9341824568
"d13CO2","raw",351,0.99994063435237,23671.5199449585
"d13CO2","raw",352,0.999963589420836,23662.4987110339
"d13CO2","raw",353,0.999973748540443,23664.4986065042
"d13CO2","raw",354,0.999981573228998,23677.3305598303
"d13CO2","raw",355,0.999960621351885,23671.7793846403
"d13CO2","raw",356,0.999977472582525,23645.8245252292
"d13CO2","raw",357,0.999967069816052,23621.8334781976
"d13CO2","raw",358,0.999959332609671,23580.0992822486
"d13CO2","raw",359,0.999933480850035,23581.0367730499
"d13CO2","raw",360,0.999929481805469,23577.3778049478
"d13CO2","raw",361,0.999922716599888,23603.1353885957
"d13CO2","raw",362,0.99991474306139,23610.8608652036
"d13CO2","raw",363,0.999907179105493,23606.3368174754
"d13CO2","raw",364,0.999906560962672,23617.0345979238
"d13CO2","raw",365,0.999917344622286,23622.5074583807
"d13CO2","raw",366,0.999922277643197,23598.3077194833
"d13CO2","raw",367,0.999916187692095,23624.3893547214
"d13CO2","raw",368,0.999934753440009,23646.3526161556
"d13CO2","raw",369,0.999933047760214,23641.4633380415
"d13CO2","raw",370,0.999925329733105,23651.9578196777
"d13CO2","raw",371,0.999929547774415,23641.6468185508
"d13CO2","raw",372,0.999916031701061,23660.5141836176
"d13CO2","raw",373,0.999915058900798,23674.9021735788
"d13CO2","raw",374,0.999965688174497,23650.451113232
"d13CO2","raw",375,0.999920902115319,23664.2203073041
"d13CO2","raw",376,0.999915012269427,23694.6239730453
"d13CO2","raw",377,0.99992954731313,23695.4093165407
"d13CO2","raw",378,0.999914300375174,23722.4667975848
"d13CO2","raw",379,0.999938762391239,23723.5700487665
"d13CO2","raw",380,0.999922773706297,23711.193341036
"d13CO2","raw",381,0.999934400763753,23689.3816398522
"d13CO2","raw",382,0.999928735995183,23720.2700486102
"d13CO2","raw",383,0.999939104395658,23733.4976287867
"d13CO2","raw",384,0.999936945986479,23728.1051321756
"d13CO2","raw",385,0.999951411163576,23718.9252189826
"d13CO2","raw",386,0.99992990037189,23464.597574616
"d13CO2","raw",387,0.999932255420794,23472.2663471014
"d13CO2","raw",388,0.99993429296593,23701.9905873591
"d13CO2","raw",389,0.999936815860651,23700.9322146439
"d13CO2","raw",390,0.999930932358609,23713.9273887418
"d13CO2","raw",391,0.999931872956985,23685.8657938844
"d13CO2","raw",392,0.999931001794462,23682.0430836408
"d13CO2","raw",393,0.999938084407306,23705.3937972728
"d13CO2","raw",394,0.999939081844487,23695.9908457355
"d13CO2","raw",395,0.999931592298332,23682.5962011584
"d13CO2","raw",396,0.999941568944454,23694.1093283696
"d13CO2","raw",397,0.999963840747506,23680.0752295466
"d13CO2","raw",398,0.99996343923943,23661.2911700242
"d13CO2","raw",399,0.999963754306649,23669.8343445025
"d13CO2","raw",400,0.999957130299834,23668.5415698948
"d13CO2","raw",401,0.999944593364237,23681.6857136894
"d13CO2","raw",402,0.999933715032121,23699.8825593316
"d13CO2","raw",403,0.999957246069632,23684.4820123329
"d13CO2","raw",404,0.999939445282699,23701.0041687928
"d13CO2","raw",405,0.999935034588042,23714.9219061115
"d13CO2","raw",406,0.999921974999949,23685.9190622351
"d13CO2","raw",407,0.999920843295568,23642.9765647333
"d13CO2","raw",408,0.999934377409522,23616.5103840006
"d13CO2","raw",409,0.99993441186069,23613.5209173351
"d13CO2","raw",410,0.999929363793141,23635.7047590386
"d13CO2","raw",411,0.999947253809326,23678.439802606
"d13CO2","raw",412,0.999951473894598,23686.8181423385
"d13CO2","raw",413,0.999956899688532,23698.6975093531
"d13CO2","raw",414,0.999958351873415,23653.8871032857
"d13CO2","raw",415,0.999949080053706,23674.1121590786
"d13CO2","raw",416,0.999943774546163,23685.2324870712
"d13CO2","raw",417,0.999937015567696,23713.6499997662
"d13CO2","raw",418,0.999944742920399,23670.5221105321
"d13CO2","raw",419,0.999947189650982,23641.8091096816
"d13CO2","raw",420,0.999942462706646,23687.4523576282
"d13CO2","raw",421,0.99994764567346,23697.19013042
"d13CO2","raw",422,0.999943314318151,23710.0711030159
"d13CO2","raw",423,0.999952863405558,23695.1627185245
"d13CO2","raw",424,0.999943356473554,23697.0109138527
"d13CO2","raw",425,0.999951139132733,23697.7746500055
"d13CO2","raw",426,0.999944954066377,23703.083526524
"d13CO2","raw",427,0.999941686849133,23720.6401195422
"d13CO2","raw",428,0.999942716171239,23739.380361794
"d13CO2","raw",429,0.999937074632674,23694.5610038363
"d13CO2","raw",430,0.999937831658075,23666.9353318548
"d13CO2","raw",431,0.999935593161246,23652.0819539957
"d13CO2","raw",432,0.999940069703408,23632.5666748049
"d13CO2","raw",433,0.999937028163719,23642.8205128309
"d13CO2","raw",434,0.999935728342472,23668.2685677948
"d13CO2","raw",435,0.999948059114841,23664.1968454747
"d13CO2","raw",436,0.999952240887314,23696.10992029
"d13CO2","raw",437,0.999946109948758,23683.1619425636
"d13CO2","raw",438,0.999943831873412,23716.2484265824
"d13CO2","raw",439,0.999950695115901,23721.3206221437
"d13CO2","raw",440,0.999952112165836,23709.2773739447
"d13CO2","raw",441,0.999933798410632,23670.6699793859
"d13CO2","raw",442,0.999926043891341,23697.5949525189
"d13CO2","raw",443,0.999927084717105,23693.9402897734
"d13CO2","raw",444,0.999930669145648,23670.8794512267
"d13CO2","raw",445,0.99993345857247,23689.6468463644
"d13CO2","raw",446,0.999920490599122,23673.5717501444
"d13CO2","raw",447,0.999917722064702,23696.8630411162
"d13CO2","raw",448,0.999912311280546,23691.3245526145
"d13CO2","raw",449,0.999932012848304,23687.0874767289
"d13CO2","raw",450,0.999932895490793,23698.5318775678
"d13CO2","raw",451,0.999941088724276,23703.4165900485
"d13CO2","raw",452,0.999933220391506,23713.4936425406
"d13CO2","raw",453,0.999937800262608,23715.9124208022
"d13CO2","raw",454,0.999932084391915,23739.6558679307
"d13CO2","raw",455,0.99992559311628,23718.2486861519
"d13CO2","raw",456,0.999932132976774,23700.5257445254
"d13CO2","raw",457,0.999943977366577,23702.5794299766
"d13CO2","raw",458,0.999936755245368,23707.6644604649
"d13CO2","raw",459,0.999943080553968,23658.1560110944
"d13CO2","raw",460,0.999938513494183,23687.2454856712
"d13CO2","raw",461,0.999936625257783,23694.1346898199
"d13CO2","raw",462,0.999927164290821,23682.6988940523
"d13CO2","raw",463,0.999936069396179,23676.2970269833
"d13CO2","raw",464,0.999940961557993,23670.9319211068
"d13CO2","raw",465,0.999937555210412,23673.0738601061
"d13CO2","raw",466,0.999936352964416,23657.7100116245
"d13CO2","raw",467,0.999946312401373,23666.3792697456
"d13CO2","raw",468,0.999952344356403,23683.4819652607
"d13CO2","raw",469,0.999956016459319,23670.2852154148
"d13CO2","raw",470,0.999952816270689,23652.7063715512
"d13CO2","raw",471,0.999941967026742,23670.6856740907
"d13CO2","raw",472,0.999950365430992,23650.2747881808
"d13CO2","raw",473,0.999945778689743,23665.8842954264
"d13CO2","raw",474,0.999943120263693,23684.0261336709
"d13CO2","raw",475,0.999941790484459,23648.0789648049
"d13CO2","raw",476,0.999933505005427,23705.3647212194
"d13CO2","raw",477,0.999937383845475,23698.2912836973
"d13CO2","raw",478,0.999942396146419,23678.1456928767
"d13CO2","raw",479,0.999924313807934,23702.3705920321
"d13CO2","raw",480,0.999930524295495,23707.8217007644
"d13CO2","raw",481,0.99992775906699,23686.208133706
"d13CO2","raw",482,0.999940966200255,23459.3992729421
"d13CO2","raw",483,0.999930689144072,23681.3313183366
"d13CO2","raw",484,0.999930184822166,23645.383183163
"d13CO2","raw",485,0.99992664979572,23622.4021764119
"d13CO2","raw",486,0.999949192118789,23671.1520517187
"d13CO2","raw",487,0.999942090168492,23468.2094777785
"d13CO2","raw",488,0.999923929406936,23637.6248171063
"d13CO2","raw",489,0.999918192025849,23682.0608696635
"d13CO2","raw",490,0.999915816857996,23691.0525691705
"d13CO2","raw",491,0.999922650201581,23708.9137818303
"d13CO2","raw",492,0.999919582003057,23678.8981859562
"d13CO2","raw",493,0.999961755708512,23667.8359345556
"d13CO2","raw",494,0.999938632772498,23655.3265579633
"d13CO2","raw",495,0.999934215438535,23639.798230679
"d13CO2","raw",496,0.999935208030646,23634.5377380426
"d13CO2","raw",497,0.999941291847937,23592.8429009949
"d13CO2","raw",498,0.999933506503411,23624.0819318268
"d13CO2","raw",499,0.999923287442602,23614.8488707354
"d13CO2","raw",500,0.999948817550346,23630.6774651462
