"age_Ma","d13CO2_2p5","d13CO2_25","d13CO2_50","d13CO2_75","d13CO2_97p5"
14.149863,-5.53557418191375,-5.1387017443823,-4.9357436725928,-4.73049094535036,-4.33886650529806
14.249863,-5.52887508748788,-5.13519416141512,-4.93318333739927,-4.72675328497115,-4.33264582168405
14.349863,-5.5251724830081,-5.12774191627439,-4.92459169992648,-4.71945153918416,-4.32637526578738
14.449863,-5.50160627005843,-5.10717079067592,-4.9030073766023,-4.69907029986356,-4.30912232833222
14.549863,-5.49042032402681,-5.09713617235453,-4.8928318435951,-4.68800482782182,-4.29199380454183
14.649863,-5.48446419375631,-5.09095120012219,-4.88755102971073,-4.68270996950352,-4.29131961384715
14.749863,-5.49153023809283,-5.09730084610945,-4.89496802230445,-4.68954527547368,-4.30072260672949
14.849863,-5.49052538371925,-5.10018798295782,-4.89681188667261,-4.69283114668925,-4.30287114533047
14.949863,-5.50667844095972,-5.11016650647612,-4.9065652549206,-4.70158366942327,-4.31147864591386
15.049863,-5.50604742685778,-5.11088280927174,-4.90639470704999,-4.70261557839928,-4.3092417059435
15.149863,-5.5085368213159,-5.11337570558994,-4.90760126214848,-4.702559513475,-4.30913093743642
15.249863,-5.50149528354471,-5.102806446198,-4.89864385414911,-4.69298714038138,-4.30181268431675
15.349863,-5.49014541202931,-5.09188383273293,-4.88979813765379,-4.68297481882167,-4.29270287665707
15.449863,-5.49561173683483,-5.09857232378815,-4.8947413077487,-4.6900371487866,-4.29690237758128
15.549863,-5.51472415071399,-5.12288076912822,-4.91990713125498,-4.71385585028822,-4.32392740606083
15.649863,-5.52582215725219,-5.130405828649,-4.92858488410759,-4.72215752832525,-4.32908287770551
15.749863,-5.53103274812979,-5.13515886770983,-4.93287759612562,-4.72747206401911,-4.33671923139151
15.849863,-5.54346366471147,-5.14923031945394,-4.9493411971128,-4.74422006088989,-4.35119307081152
15.949863,-5.57933188209287,-5.18308630362736,-4.98385588431283,-4.77648258134698,-4.384312876069
16.049863,-5.6168017923851,-5.22493985885542,-5.02300161216634,-4.81657797207068,-4.42698081312912
16.149863,-5.69782322555186,-5.30900785249096,-5.10626227173673,-4.89961416782662,-4.50675180270815
16.249863,-5.74184564285412,-5.34962620326658,-5.14611837225781,-4.93933661768501,-4.54669621059266
16.349863,-5.80766043449345,-5.40994682645769,-5.20890744562758,-5.00230111598271,-4.60830310438899
16.449863,-5.86412946910772,-5.46677281074016,-5.26548148881926,-5.06064744184139,-4.67052760712597
16.549863,-5.92366334512472,-5.52562033165151,-5.32219128149301,-5.1196449240847,-4.72665835574468
16.649863,-5.99568318058528,-5.60312510678173,-5.39830323180536,-5.19487553467764,-4.79923242865015
16.749863,-6.0519012147946,-5.65713801996744,-5.45400014503028,-5.25030171014235,-4.85695126325034
16.849863,-6.10038209647888,-5.70197323464707,-5.49932742289461,-5.29674548255678,-4.90320488950196
16.949863,-6.13488920152789,-5.73862088883533,-5.53519319597528,-5.33168272877737,-4.93960032728983
17.049863,-6.17351998331665,-5.78199904970456,-5.5798481348682,-5.37457987688804,-4.98152843749321
