"","age","d13C","source","assigned location","assigned lat","assigned lon","category"
"1","  0.000564","-0.80000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"2","  0.002689"," 0.43000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"3","  0.003099","-0.07000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"4","  0.004131","-1.22000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"5","  0.005134"," 0.23000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"6","  0.005617","-0.32000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"7","  0.005917"," 0.23000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"8","  0.007103","-0.52000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"9","  0.007579","-0.28000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"10","  0.008589","-0.14000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"11","  0.010024","-0.69000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"12","  0.010076","-0.92000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"13","  0.011553","-0.72000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"14","  0.012469","-0.67000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"15","  0.013048","-1.25000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"16","  0.014006","-0.69000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"17","  0.014914","-0.88000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"18","  0.015196","-0.86000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"19","  0.015414","-0.52000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"20","  0.016821","-0.73000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"21","  0.017359","-0.72000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"22","  0.017785","-0.98000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"23","  0.018229","-0.63000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"24","  0.019636","-0.68000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"25","  0.019804","-0.59000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"26","  0.019804","-0.59000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"27","  0.020375","-0.80000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"28","  0.022249","-0.64000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"29","  0.022964","-0.85000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"30","  0.023859","-0.52000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"31","  0.024626","-0.65000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"32","  0.024969","-1.03000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"33","  0.025750","-0.46000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"34","  0.026585","-0.71000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"35","  0.026585","-0.70000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"36","  0.026833","-0.21000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"37","  0.027694","-0.48000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"38","  0.028200","-0.75000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"39","  0.029040","-0.28000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"40","  0.029815","-0.67000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"41","  0.031246","-0.62000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"42","  0.031246","-0.20000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"43","  0.031431","-0.69000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"44","  0.031583","-0.19000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"45","  0.033046","-0.55000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"46","  0.033453","-0.12000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"47","  0.033528"," 0.00000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"48","  0.034662","-0.83000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"49","  0.035472","-0.18000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"50","  0.036277","-0.73000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"51","  0.037892","-0.88000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"52","  0.037892","-0.46000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"53","  0.039361","-0.32000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"54","  0.039508","-0.32000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"55","  0.040074","-0.45000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"56","  0.041123","-0.63000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"57","  0.041306","-0.50000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"58","  0.042281","-0.04000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"59","  0.042738","-0.24000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"60","  0.043250","-0.28000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"61","  0.043250","-0.22000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"62","  0.044354","-0.95000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"63","  0.044487","-0.49000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"64","  0.045181","-0.54000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"65","  0.046040","-0.74000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"66","  0.046625","-0.04000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"67","  0.046758"," 0.02000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"68","  0.047773","-0.75000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"69","  0.048431","-0.10000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"70","  0.049049","-0.11000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"71","  0.049507","-0.31000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"72","  0.050236","-0.01000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"73","  0.051240","-1.07000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"74","  0.051339","-0.40000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"75","  0.052042"," 0.15000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"76","  0.052973","-0.45000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"77","  0.053629","-0.16000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"78","  0.053629","-0.15000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"79","  0.053847","-0.17000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"80","  0.054707","-0.86000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"81","  0.055111","-0.53000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"82","  0.055920","-0.65000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"83","  0.056440","-0.70000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"84","  0.057458","-0.55000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"85","  0.058173","-0.70000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"86","  0.058210","-0.81000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"87","  0.059264","-1.25000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"88","  0.059907","-1.04000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"89","  0.060500","-0.95000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"90","  0.061069","-1.00000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"91","  0.061069","-0.67000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"92","  0.061640","-1.18000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"93","  0.062790","-0.79000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"94","  0.062875","-1.06000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"95","  0.063373","-1.08000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"96","  0.064681","-0.98000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"97","  0.065081","-1.01000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"98","  0.066486","-0.98000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"99","  0.067371","-0.52000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"100","  0.067371","-0.46000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"101","  0.069093","-0.44000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"102","  0.069432","-0.68000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"103","  0.070097","-0.50000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"104","  0.070827","-0.90000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"105","  0.070827","-0.82000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"106","  0.072533","-0.12000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"107","  0.072533"," 0.18000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"108","  0.072683","-0.60000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"109","  0.073409","-1.69000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"110","  0.073409","-1.21000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"111","  0.075600"," 0.23000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"112","  0.076085","-0.09000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"113","  0.076735"," 0.12000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"114","  0.078667","-0.38000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"115","  0.078761","-0.48000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"116","  0.080787"," 0.16000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"117","  0.080787"," 0.20000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"118","  0.081438","-0.17000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"119","  0.081733"," 0.12000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"120","  0.084114","-0.14000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"121","  0.084800","-0.14000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"122","  0.084800"," 0.13000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"123","  0.084840"," 0.28000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"124","  0.086791","-0.60000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"125","  0.087867","-0.56000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"126","  0.088892","-1.18000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"127","  0.088892","-0.78000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"128","  0.090933","-0.59000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"129","  0.094000","-0.30000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"130","  0.094000","-0.18000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"131","  0.095583","-0.45000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"132","  0.095856"," 0.21000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"133","  0.096118"," 0.22000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"134","  0.098055","-0.22000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"135","  0.098236"," 0.17000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"136","  0.100526","-0.49000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"137","  0.102472"," 0.15000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"138","  0.102998","-1.65000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"139","  0.102998","-0.38000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"140","  0.102998","-0.20000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"141","  0.103389"," 0.17000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"142","  0.105516","-0.11000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"143","  0.105987","-0.13000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"144","  0.105987"," 0.00000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"145","  0.108225","-0.90000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"146","  0.108740","-0.58000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"147","  0.109195","-0.17000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"148","  0.110935","-0.39000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"149","  0.110935","-0.23000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"150","  0.111493","-1.14000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"151","  0.111493","-0.14000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"152","  0.111517","-0.21000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"153","  0.113645","-0.78000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"154","  0.113839","-0.73000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"155","  0.116064","-0.37000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"156","  0.116193","-0.71000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"157","  0.116957","-0.18000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"158","  0.118191","-0.31000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"159","  0.120318","-0.21000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"160","  0.120395"," 0.01000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"161","  0.120963","-0.47000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"162","  0.122446","-0.08000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"163","  0.122446"," 0.09000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"164","  0.123348","-0.44000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"165","  0.123521"," 0.05000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"166","  0.123521"," 0.06000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"167","  0.124573","-0.03000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"168","  0.125733","-0.07000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"169","  0.126646","-0.55000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"170","  0.126700","-0.79000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"171","  0.127737","-0.12000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"172","  0.127844","-0.44000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"173","  0.128822","-0.93000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"174","  0.128822","-0.14000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"175","  0.129470","-0.64000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"176","  0.129643"," 0.00000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"177","  0.130746","-0.74000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"178","  0.130746","-0.29000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"179","  0.131443","-0.88000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"180","  0.132670","-0.84000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"181","  0.132935","-0.82000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"182","  0.133242","-1.40000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"183","  0.134554","-0.82000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"184","  0.134668","-0.43000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"185","  0.135041","-1.17000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"186","  0.136371","-0.40000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"187","  0.138188","-0.69000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"188","  0.140090","-0.72000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"189","  0.141717","-0.78000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"190","  0.142062","-0.67000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"191","  0.142890","-1.53000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"192","  0.144034","-0.71000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"193","  0.146006","-1.64000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"194","  0.146006","-0.79000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"195","  0.146824","-1.29000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"196","  0.147150","-0.89000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"197","  0.147978","-1.48000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"198","  0.148432","-1.43000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"199","  0.148961","-1.37000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"200","  0.149753","-1.06000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"201","  0.150772","-1.23000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"202","  0.152934","-1.09000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"203","  0.153893","-0.87000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"204","  0.154703","-1.19000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"205","  0.155865","-0.20000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"206","  0.156205","-0.82000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"207","  0.156310","-1.15000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"208","  0.157837","-0.35000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"209","  0.158016","-0.46000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"210","  0.159809","-0.92000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"211","  0.160214","-1.03000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"212","  0.161781","-0.76000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"213","  0.161781","-0.12000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"214","  0.162485","-1.09000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"215","  0.164911","-1.85000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"216","  0.167083","-0.18000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"217","  0.167336","-0.76000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"218","  0.168899","-0.52000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"219","  0.169762","-1.19000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"220","  0.170714","-0.47000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"221","  0.172187","-1.15000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"222","  0.174345","-0.78000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"223","  0.174613","-1.33000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"224","  0.176161","-0.44000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"225","  0.177038","-1.24000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"226","  0.179464","-1.06000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"227","  0.179792","-0.22000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"228","  0.181889","-1.12000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"229","  0.181889","-0.96000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"230","  0.185238","-0.74000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"231","  0.186740","-1.23000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"232","  0.188869","-0.45000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"233","  0.190685","-1.22000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"234","  0.190685","-0.06000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"235","  0.190916","-0.09000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"236","  0.191591","-0.72000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"237","  0.191591","-0.43000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"238","  0.193629"," 0.05000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"239","  0.194017","-0.68000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"240","  0.196200","-0.49000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"241","  0.196200"," 0.05000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"242","  0.196418","-1.46000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"243","  0.198682","-1.13000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"244","  0.198682","-0.39000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"245","  0.198682","-0.26000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"246","  0.198880"," 0.13000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"247","  0.201169","-0.98000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"248","  0.201169","-0.98000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"249","  0.201169","-0.26000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"250","  0.201612","-0.06000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"251","  0.201813"," 0.04000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"252","  0.203656","-0.47000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"253","  0.204747","-0.08000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"254","  0.207706"," 0.14000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"255","  0.208382"," 0.01000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"256","  0.210904"," 0.19000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"257","  0.214857","-0.37000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"258","  0.214857","-0.15000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"259","  0.217298"," 0.04000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"260","  0.217845","-0.17000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"261","  0.218334","-0.06000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"262","  0.220413","-0.32000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"263","  0.220637","-0.93000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"264","  0.220695","-0.43000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"265","  0.223078","-0.92000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"266","  0.223185","-0.44000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"267","  0.225675","-0.62000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"268","  0.225742","-0.98000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"269","  0.225742","-0.89000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"270","  0.225742","-0.67000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"271","  0.228165","-1.19000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"272","  0.228165","-0.70000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
"273","  0.228902","-0.09000000","Bickert et al. 1997","CearaRiseStack","  5.00"," -44.00","bf"
