age,d13C,source,assigned location,assigned lat,assigned lon,category,
0.22,2.11,"Chaisson, W.P. & Ravelo, A. 1997",Site 925,0.32,159.369,Planktonic foraminifera,
0.22,1.17,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.22,1.35,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.22,2.08,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-3,2.77,-110.572,Planktonic foraminifera,
0.220413,-0.32,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.220637,-0.93,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.220695,-0.43,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.223078,-0.92,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.223185,-0.44,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.225675,-0.62,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.225742,-0.98,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.225742,-0.89,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.225742,-0.67,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.228165,-1.19,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.228165,-0.7,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.228902,-0.09,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.23,1.21,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.23,-1.1,"Grant, K.M. & Dickens, G.R. 2002",DSDP Site 90-590,-31.167,163.359,Planktonic foraminifera,
0.23,1.89,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-3,2.77,-110.572,Planktonic foraminifera,
0.23,1.91,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-3,2.77,-110.572,Planktonic foraminifera,
0.231083,-0.07,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.233378,-0.78,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.234197,-0.69,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.235793,-0.88,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.237348,-0.33,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.238232,-0.13,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.238913,-1.3,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.24,1.31,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.24,1.47,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.24,1.72,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-3,2.77,-110.572,Planktonic foraminifera,
0.240829,0,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.241303,-1.47,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.241303,-0.5,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.243105,-1.3,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.243105,-0.75,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.243455,-1.1,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.243859,-0.04,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.245024,-0.86,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.246143,-1.04,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.246143,-0.92,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.246593,-1.18,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.248427,-0.64,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.25,1.41,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.25,1.41,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.25,1.71,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-3,2.77,-110.572,Planktonic foraminifera,
0.25,1.84,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-3,2.77,-110.572,Planktonic foraminifera,
0.250711,-0.54,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.251938,-0.59,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.252712,-0.32,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.254163,-0.71,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.255772,-0.7,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.256403,-0.75,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.256859,-0.37,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.257718,-0.16,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.257757,-0.26,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.258643,-0.79,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.258643,-0.69,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.25928,-0.33,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.26,1.48,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.26,1.63,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-3,2.77,-110.572,Planktonic foraminifera,
0.26,1.66,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-3,2.77,-110.572,Planktonic foraminifera,
0.26,1.6,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-4,2.77,-110.572,Planktonic foraminifera,
0.260098,-0.34,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.260098,-0.23,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.260883,-0.89,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.2617,-0.27,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.261728,-0.32,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.262238,-0.91,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.263123,-1.17,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.263713,-1.18,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.264123,-0.44,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.264856,-0.33,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.265363,-1.07,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.266543,-1.25,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.267236,-1.27,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.267603,-1.01,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.267684,-1.29,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.268862,-1.36,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.268862,-1.25,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.269589,-1.36,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.269589,-1.23,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.269669,-1.41,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.269843,-1.74,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.27,1.71,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-4,2.77,-110.572,Planktonic foraminifera,
0.271013,-1.24,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.273162,-1.07,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.273588,-1.68,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.273588,-1.39,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.27364,-1.3,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.274167,-1.02,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.275312,-1.04,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.277461,-0.89,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.278618,-1.42,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.28,1.45,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.28,1.55,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.28,1.96,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-4,2.77,-110.572,Planktonic foraminifera,
0.284576,-0.03,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.284576,-0.02,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.288392,-0.82,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.289424,-0.65,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.29,1.4,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.29,1.42,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.29,2.01,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-4,2.77,-110.572,Planktonic foraminifera,
0.29,2.31,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-4,2.77,-110.572,Planktonic foraminifera,
0.290867,-1.12,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.291849,-0.19,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.293342,-1.02,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.293342,-0.96,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.294273,-0.86,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.295817,-1.05,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.296697,-0.88,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.298045,-0.52,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.3,1.47,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.3,2.04,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-4,2.77,-110.572,Planktonic foraminifera,
0.300765,-1.03,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.301545,-0.42,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.303346,0.1,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.306918,0,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.306918,0.14,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.309175,0.15,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.31,1.26,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.31,1.35,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.31,2.12,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-4,2.77,-110.572,Planktonic foraminifera,
0.311748,-0.92,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.313707,-1.14,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.316893,-0.87,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.318469,-0.36,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.319466,-0.16,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.32,1.3,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.32,1.52,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.32,2.14,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-4,2.77,-110.572,Planktonic foraminifera,
0.32085,-0.32,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.322039,-0.42,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.322039,-0.37,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.32329,-0.7,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.326281,0.21,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.32862,0.07,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.329274,0.2,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.33,1.39,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.33,1.84,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-4,2.77,-110.572,Planktonic foraminifera,
0.33,1.99,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-4,2.77,-110.572,Planktonic foraminifera,
0.332267,-0.16,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.334689,-0.31,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.335669,-0.1,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.336905,-1.14,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.336905,-1.06,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.3389,-1.75,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.3389,-1.29,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.34,1.17,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.34,1.21,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.34,1.49,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-4,2.77,-110.572,Planktonic foraminifera,
0.34,1.68,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-4,2.77,-110.572,Planktonic foraminifera,
0.343553,-1.21,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.343553,-0.96,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.345767,-0.52,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.348168,-1.08,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.35,1.31,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.35,1.48,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.35,1.86,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-4,2.77,-110.572,Planktonic foraminifera,
0.350591,-0.36,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.350594,-1.06,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.352683,-1.33,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.353014,-1.17,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.354771,-0.64,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.354771,-0.6,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.355437,-1.19,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.356859,-1.38,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.356859,-1.14,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.35786,-1.1,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.36,1.55,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.36,1.65,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.36,1.69,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-4,2.77,-110.572,Planktonic foraminifera,
0.36,1.88,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-4,2.77,-110.572,Planktonic foraminifera,
0.361036,-1.33,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.365126,-0.6,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.365213,-1.08,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.367549,-0.38,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.367549,-0.3,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.369971,-0.37,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.37,2.18,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-5,2.77,-110.572,Planktonic foraminifera,
0.372394,-0.73,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.373566,-0.42,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.374575,-0.25,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.375655,-0.68,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.376133,-1.08,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.37724,-0.42,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.377743,-0.25,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.378919,-0.62,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.379663,-0.27,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.379831,-0.81,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.379831,-0.42,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.38,1.46,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.38,1.61,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.38,2.13,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-5,2.77,-110.572,Planktonic foraminifera,
0.382086,-0.63,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.38449,-0.79,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.38449,-0.71,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.384506,-0.1,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.386929,-0.07,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.387276,-0.48,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.389352,-0.04,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.389352,0.03,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.39,1.51,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.39,2.18,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-5,2.77,-110.572,Planktonic foraminifera,
0.390273,0.1,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.390356,-0.06,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.391775,-0.08,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.392361,0.06,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.394197,-0.09,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.394197,0.1,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.39662,0.03,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.398716,-1.3,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.398716,-1.07,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.399116,-0.67,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.399351,-0.45,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.399908,-0.17,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.4,1.29,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.4,1.5,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.4,2.23,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-5,2.77,-110.572,Planktonic foraminifera,
0.402313,0.25,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.404678,0.15,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.404678,0.34,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.40523,0.18,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.40523,0.18,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.407063,0.3,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.408143,0.08,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.408643,-0.44,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.409296,0.15,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.409296,0.31,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.41,1.19,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.41,1.28,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.41,1.87,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-5,2.77,-110.572,Planktonic foraminifera,
0.41,1.94,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-5,2.77,-110.572,Planktonic foraminifera,
0.410063,0.04,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.41087,0.21,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.411344,0.32,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.41285,-1.15,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.41285,-0.7,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.41291,-0.09,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.414333,-0.73,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.414333,-0.16,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.414893,-0.17,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.415592,-1.37,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.416416,-1.25,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.416416,-0.8,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.416936,-0.84,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.416936,-0.46,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.417167,-1.34,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.418741,-1.25,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.418849,-0.33,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.418849,0.12,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.418979,-1.55,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.42,1.04,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.42,1.75,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-5,2.77,-110.572,Planktonic foraminifera,
0.42,1.83,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-5,2.77,-110.572,Planktonic foraminifera,
0.42,1.85,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-5,2.77,-110.572,Planktonic foraminifera,
0.421039,-0.34,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.422268,-1.84,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.422268,-1.36,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.422704,-0.07,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.423008,-1.03,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.423034,-1.11,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.423543,-1.13,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.423543,-1.11,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.42378,-1.71,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.423979,-1.25,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.424799,-1.52,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.425218,-1.22,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.425292,-1.77,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.425678,-1.18,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.425793,-1.17,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.426308,-0.89,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.426527,-0.91,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.426527,-0.76,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.426804,-1.67,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.427375,-0.59,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.428224,-0.62,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.428571,-0.58,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.429073,-0.41,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.429409,-0.52,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.429923,-0.59,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.429931,-1.21,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.43,0.99,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.43,1.06,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.43,1.86,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-5,2.77,-110.572,Planktonic foraminifera,
0.43,1.95,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-5,2.77,-110.572,Planktonic foraminifera,
0.430686,-0.67,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.430975,-1.15,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.43131,-0.83,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.43131,-0.79,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.43134,-1.25,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.43162,-1.04,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.43269,-0.7,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.432851,-1.45,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.432851,-1.01,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.433327,-0.91,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.433327,-0.56,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.434069,-1.15,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.434363,-1.61,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.435448,-1.34,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.435875,-1.09,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.437902,-1.17,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.437902,-0.63,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.43808,-0.7,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.44,1.34,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.44,1.4,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.44,1.82,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-5,2.77,-110.572,Planktonic foraminifera,
0.44,2.03,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-5,2.77,-110.572,Planktonic foraminifera,
0.441073,-0.98,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.442855,-0.28,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.444244,-0.47,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.44763,-0.32,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
0.45,1.3,"Farrell, John W; Janecek, Thomas R 1991",ODP-121/758.,5.384,90.3612,Planktonic foraminifera,
0.45,1.89,"Ravelo, AC; Shackleton, NJ 1995",138-851E-1H-6,2.77,-110.572,Planktonic foraminifera,
0.453756,-1.01,Bickert et al. 1997,CearaRiseStack,5,-44,bf,
