"age","d13C","source","assigned.location","assigned.lat","assigned.lon","category","X","plng_PALEOMAP","plat_PALEOMAP","validtime_PALEOMAP","plng_MERDITH2021","plat_MERDITH2021","validtime_MERDITH2021","plng_CAO2024","plat_CAO2024","validtime_CAO2024","plng_TorsvikCocks2017","plat_TorsvikCocks2017","validtime_TorsvikCocks2017"
0.02,1.95,"Ravelo, AC; Shackleton, NJ 1995","138-851B-1H-1",2.77,-110.572,"Planktonic foraminifera","",-110.558557047756,2.76544583267253,FALSE,-110.55506532984,2.76934703417868,TRUE,-110.55506532984,2.76934703417868,TRUE,-110.571704543588,2.76862928997458,TRUE
0.02,2,"Ravelo, AC; Shackleton, NJ 1995","138-851B-1H-1",2.77,-110.572,"Planktonic foraminifera","",-110.558557047756,2.76544583267253,FALSE,-110.55506532984,2.76934703417868,TRUE,-110.55506532984,2.76934703417868,TRUE,-110.571704543588,2.76862928997458,TRUE
0.020375,-0.8,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9965996686667,5.00032305777863,FALSE,-43.9935241075915,4.9929700157787,TRUE,-43.9935241075915,4.9929700157787,TRUE,-43.9998957084942,4.99373516800624,TRUE
0.022249,-0.64,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9962869206096,5.00035277586801,FALSE,-43.9929285443291,4.99232335612165,TRUE,-43.9929285443291,4.99232335612165,TRUE,-43.9998861228846,4.99315895709202,TRUE
0.022964,-0.85,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9961675956653,5.00036411462205,FALSE,-43.9927013176764,4.99207662838436,TRUE,-43.9927013176764,4.99207662838436,TRUE,-43.9998824659168,4.99293911140753,TRUE
0.023859,-0.52,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9960182308398,5.00037830805006,FALSE,-43.992416889182,4.99176778482645,TRUE,-43.992416889182,4.99176778482645,TRUE,-43.9998778885436,4.99266391995254,TRUE
0.024626,-0.65,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9958902276565,5.00039047172374,FALSE,-43.9921731405612,4.99150310882285,TRUE,-43.9921731405612,4.99150310882285,TRUE,-43.9998739660147,4.99242808548444,TRUE
0.024969,-1.03,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9958329850242,5.00039591132347,FALSE,-43.9920641374879,4.99138474587003,TRUE,-43.9920641374879,4.99138474587003,TRUE,-43.9998722119328,4.99232262104726,TRUE
0.02575,-0.46,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9957026453647,5.00040829721659,FALSE,-43.9918159422472,4.99111523567254,TRUE,-43.9918159422472,4.99111523567254,TRUE,-43.9998682180846,4.99208248190374,TRUE
0.026585,-0.71,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9955632937112,5.00042153964885,FALSE,-43.9915505881993,4.99082708858486,TRUE,-43.9915505881993,4.99082708858486,TRUE,-43.9998639483084,4.99182573902589,TRUE
0.026585,-0.7,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9955632937112,5.00042153964885,FALSE,-43.9915505881993,4.99082708858486,TRUE,-43.9915505881993,4.99082708858486,TRUE,-43.9998639483084,4.99182573902589,TRUE
0.026833,-0.21,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9955219054291,5.00042547276082,FALSE,-43.9914717768441,4.9907415067002,TRUE,-43.9914717768441,4.9907415067002,TRUE,-43.9998626802021,4.99174948485308,TRUE
0.027694,-0.48,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9953782146361,5.00043912774509,FALSE,-43.9911981629872,4.99044438403588,TRUE,-43.9911981629872,4.99044438403588,TRUE,-43.9998582777758,4.9914847475813,TRUE
0.0282,-0.75,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.995293769159,5.00044715270349,FALSE,-43.9910373642001,4.99026976717226,TRUE,-43.9910373642001,4.99026976717226,TRUE,-43.9998556906298,4.99132916446738,TRUE
0.02904,-0.28,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9951535829638,5.00046047489633,FALSE,-43.990770427127,4.9899798873789,TRUE,-43.990770427127,4.9899798873789,TRUE,-43.9998513959431,4.99107088419628,TRUE
0.029815,-0.67,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9950242444794,5.00047276634632,FALSE,-43.9905241476976,4.98971243655037,TRUE,-43.9905241476976,4.98971243655037,TRUE,-43.999847433783,4.99083258989526,TRUE
0.03,1.66,"Farrell, John W; Janecek, Thomas R 1991","ODP-121/758.",5.384,90.3612,"Planktonic foraminifera","",90.3561342666053,5.36880266535389,FALSE,90.3556325564798,5.37215685703765,TRUE,90.3556325564798,5.37215685703765,TRUE,90.3604623675114,5.38919372973559,TRUE
0.03,1.98,"Ravelo, AC; Shackleton, NJ 1995","138-851B-1H-1",2.77,-110.572,"Planktonic foraminifera","",-110.551835354339,2.76316977803083,FALSE,-110.54659819017,2.76901930151589,TRUE,-110.54659819017,2.76901930151589,TRUE,-110.571556870437,2.76794392315226,TRUE
0.03,1.98,"Ravelo, AC; Shackleton, NJ 1995","138-851B-1H-1",2.77,-110.572,"Planktonic foraminifera","",-110.551835354339,2.76316977803083,FALSE,-110.54659819017,2.76901930151589,TRUE,-110.54659819017,2.76901930151589,TRUE,-110.571556870437,2.76794392315226,TRUE
0.03,2,"Ravelo, AC; Shackleton, NJ 1995","138-851B-1H-1",2.77,-110.572,"Planktonic foraminifera","",-110.551835354339,2.76316977803083,FALSE,-110.54659819017,2.76901930151589,TRUE,-110.54659819017,2.76901930151589,TRUE,-110.571556870437,2.76794392315226,TRUE
0.031246,-0.62,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9947854271491,5.00049546226992,FALSE,-43.9900694091846,4.98921859596372,TRUE,-43.9900694091846,4.98921859596372,TRUE,-43.9998401183496,4.99039259099055,TRUE
0.031246,-0.2,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9947854271491,5.00049546226992,FALSE,-43.9900694091846,4.98921859596372,TRUE,-43.9900694091846,4.98921859596372,TRUE,-43.9998401183496,4.99039259099055,TRUE
0.031431,-0.69,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.994754552784,5.0004983964377,FALSE,-43.9900106209176,4.98915475161448,TRUE,-43.9900106209176,4.98915475161448,TRUE,-43.9998391726564,4.99033570783298,TRUE
0.031583,-0.19,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9947291857368,5.00050080721918,FALSE,-43.98996231928,4.98910229562628,TRUE,-43.98996231928,4.98910229562628,TRUE,-43.9998383956626,4.99028897140068,TRUE
0.033046,-0.55,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9944850278496,5.00052401125724,FALSE,-43.9894974194131,4.9885974025689,TRUE,-43.9894974194131,4.9885974025689,TRUE,-43.999830917474,4.9898391332336,TRUE
0.033453,-0.12,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9944171042083,5.00053046660176,FALSE,-43.9893680874612,4.98845694225448,TRUE,-43.9893680874612,4.98845694225448,TRUE,-43.9998288371971,4.98971399028287,TRUE
0.033528,0,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9944045875659,5.00053165616564,FALSE,-43.9893442548439,4.98843105884034,TRUE,-43.9893442548439,4.98843105884034,TRUE,-43.9998284538594,4.98969092954247,TRUE
0.034662,-0.83,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9942153358992,5.00054964252606,FALSE,-43.9889839076404,4.98803969919833,TRUE,-43.9889839076404,4.98803969919833,TRUE,-43.9998226580128,4.98934225114404,TRUE
0.035472,-0.18,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9940801560989,5.0005624901039,FALSE,-43.9887265190436,4.98776015381722,TRUE,-43.9887265190436,4.98776015381722,TRUE,-43.9998185183734,4.98909319514106,TRUE
0.036277,-0.73,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9939458107101,5.00057525852229,FALSE,-43.9884707211338,4.98748233172992,TRUE,-43.9884707211338,4.98748233172992,TRUE,-43.9998144044947,4.98884567651741,TRUE
0.037892,-0.88,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9936762853935,5.0006008751067,FALSE,-43.9879575421238,4.98692495505324,TRUE,-43.9879575421238,4.98692495505324,TRUE,-43.9998061518085,4.98834910187716,TRUE
0.037892,-0.46,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9936762853935,5.0006008751067,FALSE,-43.9879575421238,4.98692495505324,TRUE,-43.9879575421238,4.98692495505324,TRUE,-43.9998061518085,4.98834910187716,TRUE
0.039361,-0.32,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9934311257225,5.00062417639922,FALSE,-43.987490762278,4.98641795861161,TRUE,-43.987490762278,4.98641795861161,TRUE,-43.9997986459081,4.98789741880247,TRUE
0.039508,-0.32,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9934065930607,5.00062650814146,FALSE,-43.9874440528595,4.9863672240351,TRUE,-43.9874440528595,4.9863672240351,TRUE,-43.999797894845,4.98785221974672,TRUE
0.04,1.58,"Farrell, John W; Janecek, Thomas R 1991","ODP-121/758.",5.384,90.3612,"Planktonic foraminifera","",90.3544445893193,5.36373712292518,FALSE,90.3537773507558,5.36820888445091,TRUE,90.3537773507558,5.36820888445091,TRUE,90.3602163296288,5.39092495059409,TRUE
0.04,1.71,"Farrell, John W; Janecek, Thomas R 1991","ODP-121/758.",5.384,90.3612,"Planktonic foraminifera","",90.3544445893193,5.36373712292518,FALSE,90.3537773507558,5.36820888445091,TRUE,90.3537773507558,5.36820888445091,TRUE,90.3602163296288,5.39092495059409,TRUE
0.04,1.91,"Ravelo, AC; Shackleton, NJ 1995","138-851B-1H-1",2.77,-110.572,"Planktonic foraminifera","",-110.545113516081,2.76089440950555,FALSE,-110.538131180883,2.76869073563942,TRUE,-110.538131180883,2.76869073563942,TRUE,-110.571409233988,2.76725854845949,TRUE
0.04,2.01,"Ravelo, AC; Shackleton, NJ 1995","138-851B-1H-1",2.77,-110.572,"Planktonic foraminifera","",-110.545113516081,2.76089440950555,FALSE,-110.538131180883,2.76869073563942,TRUE,-110.538131180883,2.76869073563942,TRUE,-110.571409233988,2.76725854845949,TRUE
0.040074,-0.45,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9933121339586,5.00063548618769,FALSE,-43.9872642062905,4.98617187794652,TRUE,-43.9872642062905,4.98617187794652,TRUE,-43.999795003061,4.98767818800722,TRUE
0.041123,-0.63,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9931370674894,5.00065212590253,FALSE,-43.9869308888473,4.98580982893684,TRUE,-43.9869308888473,4.98580982893684,TRUE,-43.9997896438232,4.98735564507923,TRUE
0.041306,-0.5,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9931065268129,5.00065502875714,FALSE,-43.9868727413237,4.98574666841613,TRUE,-43.9868727413237,4.98574666841613,TRUE,-43.9997887089301,4.98729937686527,TRUE
0.042281,-0.04,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9929438100664,5.00067049491308,FALSE,-43.9865629405666,4.98541015545223,TRUE,-43.9865629405666,4.98541015545223,TRUE,-43.9997837281227,4.98699958719781,TRUE
0.042738,-0.24,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9928675417907,5.00067774425176,FALSE,-43.9864177323317,4.98525242463096,TRUE,-43.9864177323317,4.98525242463096,TRUE,-43.9997813936332,4.98685907039812,TRUE
0.04325,-0.28,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9927820946076,5.00068586610507,FALSE,-43.9862550489828,4.98507571001239,TRUE,-43.9862550489828,4.98507571001239,TRUE,-43.9997787782668,4.98670164238492,TRUE
0.04325,-0.22,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9927820946076,5.00068586610507,FALSE,-43.9862550489828,4.98507571001239,TRUE,-43.9862550489828,4.98507571001239,TRUE,-43.9997787782668,4.98670164238492,TRUE
0.044354,-0.95,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9925978490756,5.00070337905243,FALSE,-43.9859042655756,4.98469466596712,TRUE,-43.9859042655756,4.98469466596712,TRUE,-43.9997731391675,4.9863621882268,TRUE
0.044487,-0.49,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9925756528254,5.00070548887352,FALSE,-43.9858620065791,4.98464876091404,TRUE,-43.9858620065791,4.98464876091404,TRUE,-43.9997724598457,4.98632129383957,TRUE
0.045181,-0.54,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9924598317766,5.00071649807982,FALSE,-43.9856414980538,4.98440922526312,TRUE,-43.9856414980538,4.98440922526312,TRUE,-43.9997689152055,4.98610790508065,TRUE
0.04604,-0.74,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9923164739905,5.00073012489913,FALSE,-43.9853685650671,4.98411273713888,TRUE,-43.9853685650671,4.98411273713888,TRUE,-43.9997645280322,4.98584378267958,TRUE
0.046625,-0.04,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.992218843813,5.00073940519146,FALSE,-43.9851826922447,4.98391081998707,TRUE,-43.9851826922447,4.98391081998707,TRUE,-43.9997615403946,4.98566390886524,TRUE
0.046758,0.02,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.992196647548,5.00074151508066,FALSE,-43.9851404341163,4.98386491386776,TRUE,-43.9851404341163,4.98386491386776,TRUE,-43.9997608611692,4.98562301447643,TRUE
0.047773,-0.75,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9920272549714,5.00075761699798,FALSE,-43.984817939548,4.98351457563758,TRUE,-43.984817939548,4.98351457563758,TRUE,-43.9997556777924,4.98531092571671,TRUE
0.048431,-0.1,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.991917441826,5.00076805560643,FALSE,-43.9846088756857,4.98328745787648,TRUE,-43.9846088756857,4.98328745787648,TRUE,-43.9997523177098,4.98510860610408,TRUE
0.049049,-0.11,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9918143042324,5.00077785973792,FALSE,-43.9844125220061,4.98307414527444,TRUE,-43.9844125220061,4.98307414527444,TRUE,-43.9997491620134,4.98491858555399,TRUE
0.049507,-0.31,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9917378689164,5.00078512563851,FALSE,-43.9842670049387,4.98291605836627,TRUE,-43.9842670049387,4.98291605836627,TRUE,-43.9997468234044,4.98477776126154,TRUE
0.05,1.84,"Ravelo, AC; Shackleton, NJ 1995","138-851B-1H-1",2.77,-110.572,"Planktonic foraminifera","",-110.538391533,2.75861972717297,FALSE,-110.529664302064,2.76836133651517,TRUE,-110.529664302064,2.76836133651517,TRUE,-110.571261634243,2.76657316589822,TRUE
0.05,1.86,"Ravelo, AC; Shackleton, NJ 1995","138-851B-1H-1",2.77,-110.572,"Planktonic foraminifera","",-110.538391533,2.75861972717297,FALSE,-110.529664302064,2.76836133651517,TRUE,-110.529664302064,2.76836133651517,TRUE,-110.571261634243,2.76657316589822,TRUE
0.050236,-0.01,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9916162065691,5.00079669089224,FALSE,-43.9840353862214,4.98266442942408,TRUE,-43.9840353862214,4.98266442942408,TRUE,-43.9997431011712,4.98455361080252,TRUE
0.05124,-1.07,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9914486496039,5.00081261909217,FALSE,-43.9837163966886,4.98231787565651,TRUE,-43.9837163966886,4.98231787565651,TRUE,-43.9997379750809,4.98424490426732,TRUE
0.051339,-0.4,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9914321275499,5.00081418971385,FALSE,-43.9836849426983,4.98228370332934,TRUE,-43.9836849426983,4.98228370332934,TRUE,-43.9997374696372,4.98421446408079,TRUE
0.052042,0.15,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9913148042637,5.00082534277773,FALSE,-43.9834615884062,4.9820410442939,TRUE,-43.9834615884062,4.9820410442939,TRUE,-43.9997338805664,4.98399830800733,TRUE
0.052973,-0.45,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9911594301448,5.00084011322305,FALSE,-43.9831657970704,4.98171968234598,TRUE,-43.9831657970704,4.98171968234598,TRUE,-43.9997291277152,4.98371204725743,TRUE
0.053629,-0.16,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9910499506113,5.00085052087225,FALSE,-43.982957378463,4.98149324287405,TRUE,-43.982957378463,4.98149324287405,TRUE,-43.9997257789335,4.98351034258024,TRUE
0.053629,-0.15,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9910499506113,5.00085052087225,FALSE,-43.982957378463,4.98149324287405,TRUE,-43.982957378463,4.98149324287405,TRUE,-43.9997257789335,4.98351034258024,TRUE
0.053847,-0.17,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9910135686886,5.00085397953326,FALSE,-43.9828881176752,4.98141799283523,TRUE,-43.9828881176752,4.98141799283523,TRUE,-43.9997246661065,4.98344331267178,TRUE
0.054707,-0.86,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9908700436495,5.00086762389677,FALSE,-43.9826148883768,4.98112113324784,TRUE,-43.9826148883768,4.98112113324784,TRUE,-43.9997202762031,4.98317888275523,TRUE
0.055111,-0.53,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9908026202465,5.0008740336321,FALSE,-43.9824865348821,4.98098167737769,TRUE,-43.9824865348821,4.98098167737769,TRUE,-43.9997182140508,4.98305466218845,TRUE
0.05592,-0.65,"Bickert et al. 1997","CearaRiseStack",5,-44,"bf","",-43.9906676065271,5.00088686907905,FALSE,-43.9822295115962,4.98070241871778,TRUE,-43.9822295115962,4.98070241871778,TRUE,-43.9997140847983,4.98280591357568,TRUE
